filename,module,ogp cords
7ceb7306-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+150.76819055,       +90.12666938,        +1.27026529,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7ced84f2-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+150.49719571,      +138.98275003,        +1.26717884,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7cef9f30-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +78.33598998,      +181.45751746,        +1.31776205,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7cf1f730-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +59.97999315,      +178.07876193,        +1.33205394,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7cf413ee-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+144.48855481,      +156.52362203,        +1.27036563,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7cf61cf2-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +59.41256491,       +45.30465501,        +1.34164668,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7cf815ca-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +41.61302286,      +139.79154501,        +1.34851833,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7cfa22ac-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+132.54731163,      +177.60309964,        +1.27759123,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7cfc211a-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+138.46064002,      +166.99583754,        +1.27387126,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7cfe2258-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +47.72473195,      +157.28691514,        +1.34302855,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d001ff4-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +53.56981855,       +62.96439255,        +1.34449432,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d021a48-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+168.05612836,       +65.62138323,        +1.26057690,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d042806-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+114.00186221,       +55.46639649,        +1.29889804,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d062b74-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +54.21071636,      +139.66790983,        +1.33878050,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d082eb0-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +96.09404576,      +115.05181149,        +1.30807798,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d0a2c74-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +83.92562903,      +128.93715132,        +1.31618518,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d0c3c08-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +48.69528145,      +143.20045747,        +1.34277376,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d0e89b8-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+107.33323442,       +45.00502475,        +1.30490362,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d10c390-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+155.87414410,       +51.74974193,        +1.27006972,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d12f296-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+131.56808722,       +30.95703758,        +1.28855153,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d1533d0-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +59.84223162,      +129.21406815,        +1.33468796,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d174dc8-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+131.78716660,       +52.01659206,        +1.28660151,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d19df98-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+138.42714618,      +118.16518966,        +1.27681518,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d1c1812-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+132.14695679,      +128.69390105,        +1.28044774,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d1e2d78-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+143.93506454,       +51.80429765,        +1.27813624,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d2067f0-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +47.46589082,      +115.40653434,        +1.34560427,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d22759a-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+149.67975711,       +34.31349033,        +1.27605153,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d247b42-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +71.45999774,       +31.35319677,        +1.33393988,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d272c2a-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +71.65224517,      +108.02901973,        +1.32726651,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d296bac-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +77.84222566,       +83.68771334,        +1.32389084,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d2b93aa-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+106.63818693,       +38.10540799,        +1.30591164,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d2db93c-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +83.43444608,       +45.29347589,        +1.32299139,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d2fe98c-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +59.61078115,       +87.24598838,        +1.33756622,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d32041a-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +77.74158956,      +118.57264078,        +1.32159210,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d342fa6-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +95.46977687,       +31.17247681,        +1.31480418,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d363576-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +83.73429525,       +66.25795886,        +1.32098701,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d384a0a-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +47.42229908,      +108.16758551,        +1.34609697,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d3a71d6-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +53.72412913,       +97.82324269,        +1.34146967,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d3cd214-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021," +89.50309141,       +55.60552462,        +1.31760434,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d3f5fd4-d2db-11eb-92c6-8c85909d90f2.jpg,Module4_all_06-18-2021,"+113.30553129,       +34.55326485,        +1.30155096,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966338,   +0.00966382, 319, 239
"
7d41f42e-d2db-11eb-92c6-8c85909d90f2.jpg,Module3_all_06-18-2021,"+108.39158905,      +156.73622205,        +1.29617422,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966011,   +0.00966056, 319, 239
"
7d4475aa-d2db-11eb-92c6-8c85909d90f2.jpg,Module3_all_06-18-2021," +89.92687846,       +97.52718822,        +1.31376998,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966011,   +0.00966056, 319, 239
"
7d46d980-d2db-11eb-92c6-8c85909d90f2.jpg,Module3_all_06-18-2021,"+101.82800075,       +76.40985383,        +1.30611494,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966011,   +0.00966056, 319, 239
"
7d49f82c-d2db-11eb-92c6-8c85909d90f2.jpg,Module3_all_06-18-2021,"+101.96860911,      +153.30648561,        +1.30118443,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966011,   +0.00966056, 319, 239
"
7d4c6ec2-d2db-11eb-92c6-8c85909d90f2.jpg,Module3_all_06-18-2021,"+114.02455296,       +76.47835200,        +1.29683978,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966011,   +0.00966056, 319, 239
"
7d4eb8c6-d2db-11eb-92c6-8c85909d90f2.jpg,Module3_all_06-18-2021," +83.75217622,      +150.02193810,        +1.31519948,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966011,   +0.00966056, 319, 239
"
7d51103a-d2db-11eb-92c6-8c85909d90f2.jpg,Module3_all_06-18-2021," +71.58622597,       +66.36869006,        +1.33035328,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966011,   +0.00966056, 319, 239
"
7d53f886-d2db-11eb-92c6-8c85909d90f2.jpg,Module3_all_06-18-2021," +72.28901150,       +80.34289528,        +1.32849092,          1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,     0.00000000,     0.00000000,     0.00000000,     1.00000000,  +0.00966011,   +0.00966056, 319, 239
"
